Date,Price
2018-09-30,6590.968333333334
2018-10-01,6562.641666666666
2018-10-02,6470.402500000001
2018-10-03,6563.628333333333
2018-10-04,6568.549166666667
2018-10-05,6581.486666666667
2018-10-06,6558.537499999999
2018-10-07,6618.567692307693
2018-10-08,6621.711666666667
2018-10-09,6563.009166666667
2018-10-10,6248.635833333334
2018-10-11,6260.530833333333
2018-10-12,6260.645833333335
2018-10-13,6299.399166666666
2018-10-14,6452.571666666667
2018-10-15,6596.618333333333
2018-10-16,6596.276153846155
2018-10-17,6568.040769230769
2018-10-18,6487.444166666667
2018-10-19,6488.825833333333
2018-10-20,6531.6016666666665
2018-10-21,6498.485833333333
2018-10-22,6481.425999999999
2018-10-23,6508.31
2018-10-24,6478.0825
2018-10-25,6473.753333333334
2018-10-26,6465.9175000000005
2018-10-27,6448.221666666667
2018-10-28,6382.668333333332
2018-10-29,6309.4528571428555
2018-10-30,6310.284166666667
2018-10-31,6342.280833333334
2018-11-01,6387.674166666667
2018-11-02,6363.795833333334
2018-11-03,6391.873333333333
2018-11-04,6436.965
2018-11-05,6445.354166666667
2018-11-06,6538.79
2018-11-07,6486.251666666667
2018-11-08,6411.280833333333
2018-11-09,6399.033333333333
2018-11-10,6378.268333333333
2018-11-11,6401.936666666667
2018-11-12,6372.063333333333
2018-11-13,6176.155
2018-11-14,5615.179999999999
2018-11-15,5596.1925
2018-11-16,5558.243333333333
2018-11-17,5606.044166666667
2018-11-18,5303.9425
2018-11-19,4671.97
2018-11-20,4533.680833333334
2018-11-21,4548.7975
2018-11-22,4309.337500000001
2018-11-23,4293.840833333333
2018-11-24,3823.5116666666668
2018-11-25,3920.5366666666664
2018-11-26,3751.6683333333344
2018-11-27,4103.453846153846
2018-11-28,4263.783333333334
2018-11-29,4106.871666666667
2018-11-30,4116.777499999999
2018-12-01,4167.546666666666
2018-12-02,3967.5241666666666
2018-12-03,3961.493333333334
2018-12-04,3858.3491666666664
2018-12-05,3742.943333333334
2018-12-06,3405.6433333333334
2018-12-07,3435.34
2018-12-08,3528.8033333333333
2018-12-09,3523.9600000000005
2018-12-10,3426.19
2018-12-11,3462.0399999999995
2018-12-12,3406.7625000000007
2018-12-13,3278.3741666666665
2018-12-14,3225.299166666667
2018-12-15,3271.238333333333
2018-12-16,3392.405
2018-12-17,3567.47
2018-12-18,3808.0424999999996
2018-12-19,3982.850833333334
2018-12-20,4015.6091666666666
2018-12-21,3910.973333333333
2018-12-22,4027.478333333334
2018-12-23,4178.590833333333
2018-12-24,3813.879999999999
2018-12-25,3825.3791666666675
