Date,volume
2019-01-11,245745577.750675
2019-01-12,165382202.22897497
2019-01-13,236250167.2514
2019-01-14,266949739.4307833
2019-01-15,268546359.52020836
2019-01-16,243687141.2343167
2019-01-17,206239337.200225
2019-01-18,208367429.890525
2019-01-19,199684494.12556672
2019-01-20,217211992.52970836
2019-01-21,199691534.60285
2019-01-22,214471505.65561667
2019-01-23,179899489.97991666
2019-01-24,166913413.360025
2019-01-25,175218756.37393335
2019-01-26,165692578.33495
2019-01-27,197018540.267925
2019-01-28,156892465.76780832
2019-01-29,144669734.19075003
2019-01-30,127924308.74967057
2019-01-31,116997905.21345386
2019-02-01,81741543.45703332
2019-02-02,73381552.24457501
2019-02-03,75017865.31638335
2019-02-04,75240276.19315834
2019-02-05,110651460.74866669
2019-02-06,90986079.35947502
2019-02-07,153279219.39738333
2019-02-08,217068924.91301668
2019-02-09,121816867.224575
2019-02-10,179655998.92857504
2019-02-11,129996840.096825
2019-02-12,221056737.29755
2019-02-13,200218522.68371665
2019-02-14,127667466.44785832
2019-02-15,107688399.78553332
2019-02-16,142776379.07428336
2019-02-17,343010004.3708
2019-02-18,438815856.5619083
2019-02-19,271353116.31489164
2019-02-20,240202768.38724163
2019-02-21,160796036.1735
2019-02-22,165815379.60007498
2019-02-23,337214423.4880083
2019-02-24,314777988.7498334
2019-02-25,148383509.83865002
2019-02-26,160264817.05440772
2019-02-27,256136156.93072498
2019-02-28,228716537.87833336
2019-03-01,144150825.2463167
2019-03-02,95844091.34250833
2019-03-03,145364060.782675
2019-03-04,252015977.1972833
2019-03-05,215615762.35534167
2019-03-06,142768837.2123
2019-03-07,215638853.21218333
2019-03-08,222444581.49923328
2019-03-09,96427737.13338335
2019-03-10,95384432.38685
2019-03-11,185222444.46111667
2019-03-12,151799390.01225385
2019-03-13,176540971.30901426
2019-03-14,203343525.83249164
2019-03-15,303831530.29559165
2019-03-16,125195496.93515833
2019-03-17,102890934.809075
2019-03-18,98011297.14283334
2019-03-19,120729951.04452498
2019-03-20,162578679.43387502
2019-03-21,117118531.91374166
2019-03-22,66576609.86200833
2019-03-23,47548725.95841666
2019-03-24,66038070.17126667
2019-03-25,132110657.64147498
2019-03-26,107206312.61764999
2019-03-27,105244266.44800834
2019-03-28,119321833.21490714
2019-03-29,153602469.03734168
2019-03-30,62794061.573300004
2019-03-31,127229651.49204615
2019-04-01,594065058.3833166
2019-04-02,814493444.2263082
2019-04-03,750965920.4052833
2019-04-04,410162106.5821168
2019-04-05,315324732.72968465
2019-04-06,360932335.6117
2019-04-07,522492053.9085417
2019-04-08,453298711.19326156
2019-04-09,306217427.34132504
2019-04-10,418764181.44013846
2019-04-11,325282843.69819164
2019-04-12,151641330.802275
2019-04-13,99618100.63492501
2019-04-14,152098922.74918333
2019-04-15,226128979.40336668
2019-04-16,252996433.28327498
2019-04-17,217720493.28413332
2019-04-18,194767542.87328336
2019-04-19,170823823.44841668
2019-04-20,147518832.06401667
2019-04-21,223901582.15441668
2019-04-22,344001133.0651917
2019-04-23,392150133.86275834
2019-04-24,259583791.49699163
2019-04-25,452840571.941775
2019-04-26,214306649.43924165
2019-04-27,121771570.761225
2019-04-28,172423604.69240832
2019-04-29,183955725.85526666
2019-04-30,61960550.808725
2019-05-01,57902433.37035
2019-05-02,135084149.8043
2019-05-03,137238637.96957502
2019-05-04,87101677.35579167
2019-05-05,71574173.52980833
2019-05-06,120723217.582875
2019-05-07,113696957.6301
2019-05-08,122208088.69472499
2019-05-09,154686895.25019166
2019-05-10,260302316.68079996
2019-05-11,440320821.0615333
2019-05-12,359671195.07702494
2019-05-13,488508804.9409333
2019-05-14,323047353.35425
2019-05-15,308713119.4427583
2019-05-16,394223024.656925
2019-05-17,255946514.11000827
2019-05-18,198826699.75954166
2019-05-19,266948150.05600834
2019-05-20,186874301.32231668
2019-05-21,132606959.4733
2019-05-22,175843690.4520333
2019-05-23,154057018.00239167
2019-05-24,121597298.82503077
2019-05-25,70845618.92133333
2019-05-26,252057229.62646672
2019-05-27,134608368.78020003
2019-05-28,150816860.35759166
2019-05-29,163904124.14043334
2019-05-30,296511084.7887167
2019-05-31,138211025.193825
2019-06-01,77166523.20661667
2019-06-02,116262699.1748
2019-06-03,266327224.8267667
2019-06-04,217070579.656925
2019-06-05,142421449.39965832
2019-06-06,167159056.353225
2019-06-07,121989497.76356667
2019-06-08,66372457.37286667
2019-06-09,112176516.30900002
2019-06-10,123188209.95995833
2019-06-11,148906903.39179167
2019-06-12,142309243.79283333
2019-06-13,133601588.33705384
2019-06-14,156602786.05749166
2019-06-15,217645416.89133334
2019-06-16,239793360.26779997
2019-06-17,217442989.87443328
2019-06-18,110363234.1221
2019-06-19,112974295.03899999
2019-06-20,207501993.98839167
2019-06-21,319243691.198925
2019-06-22,222666573.43009165
2019-06-23,186349715.23109165
2019-06-24,236190825.14310768
2019-06-25,535505430.1999251
2019-06-26,745764162.9825667
2019-06-27,671830661.6661667
2019-06-28,377543401.9174308
2019-06-29,243289656.81363335
